Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
2580;21101212490;"Journal of Cybersecurity and Information Management (discontinued)";journal;"27697851, 26906775";"American Scientific Publishing Group (ASPG)";No;No;;-;11;85;113;2373;314;113;3,13;27,92;36,61;0;United States;Northern America;"American Scientific Publishing Group (ASPG)";"2022-2025";"Artificial Intelligence; Computer Science Applications; Information Systems";"Computer Science"
2581;21101160591;"Journal of Intelligent Systems and Internet of Things (discontinued)";journal;"2769786X, 26906791";"American Scientific Publishing Group (ASPG)";No;No;;-;17;134;148;3519;430;148;2,91;26,26;35,14;0;United States;Northern America;"American Scientific Publishing Group (ASPG)";"2023-2025";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Information Systems";"Computer Science"
2582;21101133571;"Journal of Machine and Computing (discontinued)";journal;"27887669, 27891801";"AnaPub Publications";No;No;;-;21;210;185;4876;181;185;1,09;23,22;39,12;0;Kenya;Africa;"AnaPub Publications";"2021-2025";"Computational Mechanics; Computational Theory and Mathematics; Electrical and Electronic Engineering; Human-Computer Interaction";"Computer Science; Engineering"
2583;21100898958;"Journal of Mathematics and Computer Science (discontinued)";journal;"2008949X";"International Scientific Research Publications";No;No;;-;23;116;385;4070;672;385;1,83;35,09;28,07;0;Malaysia;Asiatic Region;"International Scientific Research Publications";"2017-2026";"Computational Mathematics; Computational Mechanics; Computer Science Applications; Mathematics (miscellaneous)";"Computer Science; Engineering; Mathematics"
2584;21101317656;"Journal of Strategy and Innovation";journal;"30507901, 3050791X";"Elsevier B.V.";No;No;;-;3;14;0;1145;0;0;0,00;81,79;41,38;0;Netherlands;Western Europe;"Elsevier B.V.";"2025-2026";"Computer Science Applications; Information Systems and Management; Management of Technology and Innovation; Marketing; Strategy and Management";"Business, Management and Accounting; Computer Science; Decision Sciences"
2585;21101298331;"LatIA (discontinued)";journal;"3046403X";"";No;No;;-;15;64;58;2507;107;58;1,84;39,17;50,00;0;Uruguay;Latin America;"";"2023-2025";"Computer Science Applications; Computer Science (miscellaneous); Information Systems and Management; Media Technology";"Computer Science; Decision Sciences; Engineering"
2586;21101192888;"Machinery and Energetics (discontinued)";journal;"26631334, 26631342";"National University of Life and Environmental Sciences of Ukraine";Yes;No;;-;9;27;115;934;160;115;1,66;34,59;30,68;0;Ukraine;Eastern Europe;"National University of Life and Environmental Sciences of Ukraine";"2021-2025";"Computer Graphics and Computer-Aided Design; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Mechanical Engineering";"Computer Science; Energy; Engineering"
2587;21101290949;"Metaverse Basic and Applied Research (discontinued)";journal;"29534577";"";No;No;;-;10;17;44;506;65;43;1,48;29,76;69,57;0;Argentina;Latin America;"";"2024-2025";"Artificial Intelligence; Computer Science (miscellaneous); Engineering (miscellaneous); Human-Computer Interaction";"Computer Science; Engineering"
2588;19700201613;"Open Bioinformatics Journal (discontinued)";journal;"18750362";"Bentham Science Publishers";Yes;No;;-;16;25;37;1003;60;37;1,82;40,12;36,11;0;United Arab Emirates;Middle East;"Bentham Science Publishers";"2011-2015, 2017-2025";"Biomedical Engineering; Computer Science (miscellaneous); Health Informatics";"Computer Science; Engineering; Medicine"
2589;21101362454;"Photonics North, PN";journal;"26938324, 26938316";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;110;0;722;0;0;0,00;6,56;20,41;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Atomic and Molecular Physics, and Optics; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Hardware and Architecture";"Computer Science; Engineering; Materials Science; Physics and Astronomy"
2590;21100984136;"Proceedings of IEEE International Conference on Signal Processing,Computing and Control";conference and proceedings;"26438615";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;20;198;0;3943;0;0;0,00;19,91;35,01;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2019, 2021, 2025";"Artificial Intelligence; Computer Science Applications; Control and Optimization; Signal Processing";"Computer Science; Mathematics"
2591;21101393610;"Proceedings of Papers, TELSIKS";journal;"29950651";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;61;0;986;0;0;0,00;16,16;32,61;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Computer Networks and Communications; Hardware and Architecture; Information Systems; Information Systems and Management";"Computer Science; Decision Sciences"
2592;21101226476;"Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering";conference and proceedings;"15397521";"Association for Computing Machinery";No;No;;-;62;261;0;8754;0;0;0,00;33,54;26,90;0;United States;Northern America;"Association for Computing Machinery";"1995-1996, 1998, 2000-2004, 2006, 2008, 2010, 2017, 2025";"Software";"Computer Science"
2593;21101320223;"Proceedings of the Annual International Conference on Control, Automation and Robotics, ICCAR";journal;"22512454, 22512446";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;99;0;2347;0;0;0,00;23,71;20,95;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Science Applications; Control and Optimization; Media Technology; Modeling and Simulation";"Computer Science; Engineering; Mathematics"
2594;21101283268;"Proceedings of the Asia and South Pacific Design Automation Conference, ASP-DAC";conference and proceedings;"2153697X, 21536961";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;65;219;0;5622;0;0;0,00;25,67;26,28;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2007-2008, 2025";"Computer Graphics and Computer-Aided Design; Computer Science Applications; Electrical and Electronic Engineering";"Computer Science; Engineering"
2595;21101314623;"Proceedings of the IEEE Dallas Circuits and Systems Conference, DCAS";journal;"27665186, 2994578X";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;51;0;1082;0;0;0,00;21,22;27,20;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Electrical and Electronic Engineering; Hardware and Architecture; Modeling and Simulation; Safety, Risk, Reliability and Quality";"Computer Science; Engineering; Mathematics"
2596;21101298363;"Proceedings of the IEEE International Conference on Big Data and Smart Computing, BIGCOMP";journal;"2375933X, 23759356";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;83;0;1547;0;0;0,00;18,64;32,39;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computational Theory and Mathematics; Computer Networks and Communications; Computer Science Applications; Computer Vision and Pattern Recognition; Information Systems";"Computer Science"
2597;21101320232;"Proceedings of the IEEE International Conference on Pervasive Computing and Communications, PerCom";journal;"2474249X, 24742503";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;33;0;1023;0;0;0,00;31,00;23,68;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Computational Theory and Mathematics; Software; Theoretical Computer Science";"Computer Science; Mathematics"
2598;21101320629;"Proceedings of the IEEE International Parallel and Distributed Processing Symposium, IPDPS";journal;"15302075";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;3;109;0;4710;0;0;0,00;43,21;22,66;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Hardware and Architecture";"Computer Science"
2599;21101320263;"Proceedings of the IEEE International Symposium on Hardware Oriented Security and Trust, HOST";journal;"27658406, 28355709";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;44;0;1814;0;0;0,00;41,23;20,00;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Hardware and Architecture; Safety, Risk, Reliability and Quality";"Computer Science; Engineering"
2600;21101297252;"Proceedings of the International Colloquium on Signal Processing and Its Applications, CSPA";journal;"28364090, 2836418X";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;3;66;0;1444;0;0;0,00;21,88;33,33;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Science Applications; Control and Optimization; Media Technology; Modeling and Simulation; Signal Processing";"Computer Science; Engineering; Mathematics"
2601;21101312741;"Proceedings of the International Conference on Automation, Robotics and Applications, ICARA";journal;"27677737, 27677745";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;78;0;1442;0;0;0,00;18,49;15,73;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Science Applications; Control and Optimization; Mechanical Engineering; Modeling and Simulation; Safety, Risk, Reliability and Quality";"Computer Science; Engineering; Mathematics"
2602;21101315241;"Proceedings of the International Conference on Computer Supported Cooperative Work in Design, CSCWD";journal;"27681904, 2835639X";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;431;0;9526;0;0;0,00;22,10;31,56;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Graphics and Computer-Aided Design; Computer Networks and Communications; Computer Vision and Pattern Recognition; Control and Optimization; Modeling and Simulation";"Computer Science; Mathematics"
2603;21101316075;"Proceedings of the International Conference on Cybernetics and Informatics, K and I";journal;"2767875X, 28353056";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;3;55;0;981;0;0;0,00;17,84;19,27;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Networks and Communications; Control and Optimization; Hardware and Architecture; Information Systems; Mechanical Engineering";"Computer Science; Engineering; Mathematics"
2604;21101393939;"Proceedings of the International Conference on Engineering Technologies and Computer Science, EnT";journal;"27671976";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;0;12;0;259;0;0;0,00;21,58;52,00;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Computer Science Applications; Computer Science (miscellaneous); Electrical and Electronic Engineering; Engineering (miscellaneous); Hardware and Architecture; Instrumentation";"Computer Science; Engineering; Physics and Astronomy"
2605;21101362460;"Proceedings of the International Conference on Mechanical and Intelligent Manufacturing Technologies, ICMIMT";journal;"26943182, 26943190";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;0;41;0;765;0;0;0,00;18,66;19,15;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Science Applications; Computer Vision and Pattern Recognition; Industrial and Manufacturing Engineering; Mechanical Engineering; Safety, Risk, Reliability and Quality";"Computer Science; Engineering"
2606;21101314621;"Proceedings of the International Conference Radioelektronika, RADIOELEKTRONIKA";journal;"29932165, 27679969";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;62;0;1062;0;0;0,00;17,13;12,00;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Computer Networks and Communications; Computer Vision and Pattern Recognition; Electrical and Electronic Engineering; Instrumentation; Radiation; Signal Processing";"Computer Science; Engineering; Physics and Astronomy"
2607;21101319912;"Proceedings of the International Symposium on Applied Machine Intelligence and Informatics, SAMI";journal;"28360834, 27679438";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;3;89;0;1952;0;0;0,00;21,93;26,51;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Science Applications; Hardware and Architecture; Information Systems";"Computer Science"
